PracNo,PracticeName,Address1,Address2,Address3,Postcode,LCG,Registered_Patients
388,Dr. KIRK & PARTNERS                 ,INVER SURGERY,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,5311
389,Dr. MCILROY & PARTNERS              ,CORRAN SURGERY,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,7900
390,Dr. HAMILTON & PARTNERS             ,CASTLE PRACTICE,CARRICKFERGUS HEALTH CENTRE,TAYLORS AVENUE,BT38 7HT,Northern,14910
391,Dr. FERGUSON & PARTNERS             ,VICTORIA SURGERY - LARNE,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,5713
393,Dr. BLACK & PARTNERS                ,LARNE MEDICAL PRACTICE,LARNE HEALTH CENTRE,GLOUCESTER AVENUE,BT40 1PB,Northern,8442
395,Dr. WILSON & PARTNER                ,ROCKFIELD MEDICAL CENTRE,73 DOURY ROAD,BALLYMENA,BT43 6JD,Northern,6580
396,Dr. VERCOE-ROGERS & PARTNERS        ,OLD BANK SURGERY,18 BALLYMONEY ROAD,BALLYMENA,BT43 5BY,Northern,3932
401,Dr. JOHNSTON & PARTNERS             ,MID ULSTER HEALTH CARE C'TOWN,THE HEALTH CENTRE,52 ORRITOR ROAD,BT80 8BN,Northern,6678
402,Dr. WHITE & PARTNERS                ,DRAPERSTOWN SURGERY,6 TOBERMORE ROAD,"DRAPERSTOWN, MAGHERAFELT",BT45 7AG,Northern,8802
404,Dr. DALZELL & PARTNERS              ,COAGH MEDICAL CENTRE,67 URBAL ROAD,COAGH,BT80 0DP,Northern,5662
405,Dr. MCKEEVER & PARTNERS             ,LOY MEDICAL CENTRE,8 LOY STREET,COOKSTOWN,BT80 8PE,Northern,5923
406,Dr. WALLS & PARTNERS                ,GARDEN STREET SURGERY,29 GARDEN STREET,MAGHERAFELT,BT45 5DD,Northern,9816
407,Dr. BROWN & PARTNERS                ,OAKS FAMILY PRACTICE CENTRE,48 ORRITOR ROAD,COOKSTOWN,BT80 8BH,Northern,8086
409,Dr. FITZSIMONS & PARTNERS           ,STEWARTSTOWN HEALTH CENTRE,50 HILLHEAD,"STEWARTSTOWN, DUNGANNON",BT71 5HY,Northern,6020
410,Dr. SHAW & PARTNERS                 ,MAGHERA MEDICAL CENTRE,25 CHURCH STREET,MAGHERA,BT46 5EA,Northern,8712
412,Dr. MORRIS & PARTNERS               ,THE DIAMOND MEDICAL CENTRE,MARKET SQUARE,MAGHERAFELT,BT45 6ED,Northern,8641
413,Dr. GRAHAM & PARTNER                ,"COOKSTOWN CIC, THE SURGERY",LOY BUILDINGS,18 LOY STREET,BT80 8PE,Northern,2607
417,Dr. HINDS & PARTNERS                ,CASTLEDAWSON SURGERY,STATION ROAD,"CASTLEDAWSON, MAGHERAFELT",BT45 8AZ,Northern,7770
419,Dr. HUNTER                          ,FAIR HILL SURGERY,FAIR HILL HEALTH CENTRE,1 FAIRHILL ROAD,BT45 6BL,Northern,2290
420,Dr. HEARNSHAW & PARTNERS            ,MONEYMORE MEDICAL PRACTICE,1 FAIRHILL,MONEYMORE,BT45 7LJ,Northern,6074
431,Dr. MEENAN & PARTNERS               ,WHITEHOUSE MEDICAL GROUP PRAC,"UNIT 29A, 1ST FLR ABBEYCENTRE",LONGWOOD ROAD,BT37 9UH,Northern,9783
433,Dr. RAFFERTY & PARTNERS             ,BALLYCLARE GROUP PRACTICE,BALLYCLARE HEALTH CENTRE,GEORGE AVENUE,BT39 9HL,Northern,15181
434,Dr. HENDRON & PARTNERS              ,ABBOTS CROSS MEDICAL PRACTICE,92 DOAGH ROAD,NEWTOWNABBEY,BT37 9QW,Northern,8867
438,Dr. FINNEGAN & PARTNERS             ,TRAMWAYS MEDICAL CENTRE,FARMLEY ROAD,NEWTOWNABBEY,BT36 7XX,Northern,10277
440,Dr. DORAN & PARTNERS                ,NOTTING HILL MEDICAL PRACTICE,95 DOAGH ROAD,NEWTOWNABBEY,BT37 9QN,Northern,10085
451,Dr. WILKINSON & PARTNERS            ,THE LAKES FAMILY PRACTICE,BROWNLOW HEALTH CENTRE,1 LEGAHORY CENTRE,BT65 5BE,Southern,6633
453,Dr. MCCLOSKEY & PARTNERS            ,Dr. MCCLOSKEY & PARTNERS,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BT32 3GN,Southern,4535
454,Dr. CUPPLES & PARTNERS              ,LOUGHBRICKLAND SURGERY,11 MAIN STREET,LOUGHBRICKLAND,BT32 3NQ,Southern,8622
455,Dr. MAGOWAN & PARTNERS              ,GILFORD HEALTH CENTRE,CASTLEVIEW,"GILFORD, CRAIGAVON",BT63 6JS,Southern,6132
457,Dr. DE ALWIS & PARTNERS             ,WYNNE HILL SURGERY,51 HILL STREET,"LURGAN, CRAIGAVON",BT66 6BW,Southern,11005
458,Dr. TROUGHTON & PARTNERS            ,WATERSIDE MEDICAL PRACTICE,PORTADOWN HEALTH&CARE CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,5006
460,Dr. HUNTER & PARTNER                ,DONAGHCLONEY SURGERY,60A MAIN STREET,DONAGHCLONEY,BT66 7LR,Southern,4593
461,Dr. CLARKE & PARTNERS               ,MEADOWS FAMILY PRACTICE,THE HEALTH CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,4452
462,Dr. FITZPATRICK & PARTNERS          ,HIGH STREET SURGERY,60 HIGH STREET,LURGAN,BT66 8BA,Southern,10253
463,Dr. PATTERSON & PARTNERS            ,LURGAN MEDICAL PRACTICE,7 MOORES LANE,"LURGAN, CRAIGAVON",BT66 8DW,Southern,5218
464,Dr. O'CONNOR & PARTNERS             ,ANNAGH FAMILY PRACTICE,PORTADOWN H & C CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,4925
465,Dr. HUNTER & PARTNERS               ,CHURCH WALK SURGERY,28 CHURCH WALK,NULL,BT67 9AA,Southern,8893
467,Dr. MCAULEY & PARTNERS              ,WILLIAM STREET SURGERY,87/89 WILLIAM STREET,NULL,BT66 6JB,Southern,5635
469,Dr. AULD & PARTNERS                 ,Dr AULD & PARTNERS,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BT32 3GN,Southern,9166
470,Dr. SHARPE & PARTNERS               ,RIVERSIDE PRACTICE,PORTADOWN HEALTH SC CENTRE,90 MEADOW LANE,BT62 3NJ,Southern,14058
471,Dr. MCNIFF & PARTNERS               ,Dr. MCNIFF & PARTNERS,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BT32 3GN,Southern,8352
472,Dr. MULLAN & PARTNERS               ,SCARVA STREET SURGERY,60 SCARVA STREET,"LOUGHBRICKLAND, BANBRIDGE",BT32 3NH,Southern,3353
473,Dr. SPENCE & PARTNERS               ,MOIRA SURGERY,52 MAIN STREET,MOIRA,BT67 0LQ,South Eastern,10426
474,Dr. BEATTY & PARTNERS               ,DROMORE DOCTORS SURGERY,SKEAGH HOUSE,15 BANBRIDGE ROAD,BT25 1NB,Southern,8397
475,Dr. BYRNE & PARTNERS                ,AGHALEE SURGERY,8a LURGAN ROAD,AGHALEE,BT67 0DD,South Eastern,6153
476,Dr. LUTTON & PARTNERS               ,BALLYWARD SURGERY,32 STATION ROAD,BALLYWARD,BT31 9TU,Southern,2796
477,Dr. WILLIAMSON & PARTNERS           ,ORCHARD FAMILY PRACTICE,PORTADOWN HEALTH&CARE CENTRE,TAVANAGH AVE,BT62 3BU,Southern,5243
478,Dr. HEGARTY & PARTNERS              ,BEECHWOOD FAMILY PRACTICE,PORTADOWN H & C CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,4850
479,Dr. BURNETT & PARTNERS              ,DR BURNETT & PARTNERS,PORTADOWN HEALTH&CARE CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,10066
482,Dr. MCCLOSKEY & PARTNERS            ,THE OLD SCHOOL HOUSE SURGERY,1 ANTRIM ROAD,"LURGAN, CRAIGAVON",BT67 9BW,Southern,5828
491,Dr. MARSHALL & PARTNERS             ,ABBEY COURT SURGERY,DOBBIN LANE,NULL,BT61 7QG,Southern,8380
493,Dr. JOHNSTON & PARTNERS             ,MID ULSTER HEALTH CARE (DUN),SOUTH TYRONE HOSPITAL,CARLAND ROAD,BT71 4AU,Southern,8958
494,Dr. ELLIOTT & PARTNER               ,THE VALLEY MEDICAL PRACTICE,20 COONEEN ROAD,NULL,BT75 0ND,Southern,4341
495,Dr. CARSON & PARTNERS               ,CAMPBELL SURGERY,10 QUARRY LANE,NULL,BT70 1HX,Southern,11365
497,Dr. FEARON & PARTNERS               ,KEADY HEALTH & CARE CENTRE,2A ANNVALE ROAD,KEADY,BT60 2RP,Southern,9583
498,Dr. MCSHANE & PARTNERS              ,MOY HC - DR MCSHANE & PARTNERS,MOY HEALTH CENTRE,CHARLEMONT STREET,BT71 7SL,Southern,4065
499,Dr. POTTER & PARTNERS               ,ERRIGAL MEDICAL CENTRE,OLD DUNGANNON ROAD,"BALLYGAWLEY,DUNGANNON",BT70 2EY,Southern,4785
500,Dr. HERRON & PARTNER                ,GARVIN SURGERY,22 BARRACK STREET,COALISLAND,BT71 4LS,Southern,2593
501,Dr. MCCONVILLE                      ,MOY HC-DR MCCONVILLE & PARTNER,MOY MEDICAL PRACTICE,CHARLEMONT STREET,BT71 7SL,Southern,2877
502,Dr. CARLILE & PARTNERS              ,TYNAN SURGERY,15 DARTAN REE,TYNAN,BT60 4QT,Southern,6308
503,Dr. WEBSTER & PARTNERS              ,MARKETHILL HEALTH CENTRE,NEWRY STREET,"MARKETHILL, ARMAGH",BT60 1TA,Southern,6643
504,Dr. CLEARY & PARTNER                ,MOY HC - DR CLEARY & PARTNER,MOY MEDICAL CENTRE,CHARLEMONT STREET,BT71 7SL,Southern,3802
505,Dr. MULLEN & PARTNERS               ,PARKVIEW SURGERY,"SOUTH TYRONE HOSPITAL SITE,","CARLAND ROAD,",BT71 4AU,Southern,9261
506,Dr. POTTER                          ,AUGHNACLOY HEALTH CENTRE,2 SYDNEY LANE,AUGHNACLOY,BT69 6AF,Southern,5140
507,Dr. WATTERS                         ,THE HEALTH CENTRE KEADY,24A TASSAGH ROAD,KEADY,BT60 3TU,Southern,2713
508,Dr. PICKERING & PARTNER             ,TANDRAGEE MEDICAL CENTRE,3 MONTAGUE STREET,"TANDRAGEE, CRAIGAVON",BT62 2AN,Southern,3785
509,Dr. MCKAY & PARTNERS                ,ARDMORE MEDICAL PRACTICE,57 THOMAS STREET,DUNGANNON,BT70 1HW,Southern,7017
512,Dr. O'DONNELL & PARTNER             ,COALISLAND MEDICAL CENTRE,15 BARRACK STREET,"COALISLAND, DUNGANNON",BT71 4LS,Southern,4528
514,Dr. RODGERS & PARTNERS              ,THE ARCHWAY SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,8694
515,Dr. MURTAGH & PARTNERS,RICHHILL HEALTH CENTRE,"6 GREENVIEW, MAYNOOTH ROAD","RICHHILL, ARMAGH",BT61 9PD,Southern,5479
516,Dr. O'HAGAN & PARTNERS              ,THE FRIARY SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,9068
519,Dr. MITCHEL & PARTNER               ,COALISLAND HEALTH CENTRE,10A LINESIDE,"COALISLAND, DUNGANNON",BT71 4LP,Southern,4173
526,Dr. MAGENNIS & PARTNERS             ,"DRS MAGENNIS, BARRETT & GRANT",CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,BT35 6BW,Southern,4950
528,Dr. FEE                             ,THE HEALTH CENTRE,MCCORMICK PLACE,"CROSSMAGLEN, NEWRY",BT35 9HD,Southern,4791
529,Dr. FLOOD & PARTNERS                ,DRS MULVANNEY & FLOOD,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,BT35 6BW,Southern,6921
530,Dr. MEGAW & PARTNER                 ,MEGAW & IRWIN PRACTICE,RATHFRILAND HEALTH CENTRE,JOHN STREET,BT34 5QH,Southern,3208
531,Dr. KEOWN & PARTNERS                ,THE OLD FORGE SURGERY,14 KILKEEL ROAD,ANNALONG,BT34 4TH,Southern,4416
532,Dr. JADCZAK & PARTNERS              ,KILKEEL MEDICAL PRACTICE,GREENCASTLE STREET,"KILKEEL, NEWRY",BT34 4BH,Southern,8207
533,Dr. VETTIANKAL                      ,MEIGH SURGERY,5B DRUMINTEE ROAD,"KILLEAVY, NEWRY",BT35 8JT,Southern,3220
534,Dr. KING & PARTNERS                 ,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,9324
535,Dr. WADE & PARTNERS                 ,"WADE,TONER & MCALONAN PRACTICE",RATHFRILAND HEALTH CENTRE,JOHN STREET,BT34 5QH,Southern,4537
536,Dr. BINGHAM & PARTNERS              ,SUMMER HILL SURGERY,WARRENPOINT HEALTH CENTRE,50 GREAT GEORGES STREET,BT34 3HS,Southern,8616
537,Dr. MCVERRY & PARTNERS              ,MCVERRY/MCEVOY MEDICAL CENTRE,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,9523
539,Dr. FORSHAW & PARTNERS              ,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,4376
540,Dr. TORNEY & PARTNERS               ,MEADOWLANDS SURGERY,MONAGHAN STREET,NEWRY,BT35 6BW,Southern,7229
542,Dr. LARKIN & PARTNERS               ,NEWTOWNHAMILTON SURGERY,53 DUNDALK STREET,NEWTOWNHAMILTON,BT35 0PB,Southern,4230
543,Dr. MURPHY & PARTNERS               ,THE HEALTH CENTRE,SUMMERHILL,"WARRENPOINT, NEWRY",BT34 3JD,Southern,5129
544,Dr. MCKINLEY & PARTNERS             ,DR MCKINLEY & PARTNERS,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,BT35 6BW,Southern,7440
545,MAPHONER SURGERY,MAPHONER SURGERY,2A FORKHILL ROAD,"MULLAGHBAWN, NEWRY",BT35 9RA,Southern,5344
546,Dr. MCKERNAN & PARTNER              ,BESSBROOK SURGERY,12 CONVENT HILL,"BESSBROOK, NEWRY",BT35 7AW,Southern,2516
547,Dr. SHANNON & PARTNERS              ,SHANNON PRACTICE,RATHFRILAND MEDICAL CENTRE,JOHN STREET,BT34 5QH,Southern,3771
549,Dr. QUINN & PARTNERS                ,NEWTOWNHAMILTON HEALTH CENTRE,2A MARKETHILL ROAD,"NEWTOWNHAMILTON, NEWRY",BT35 0BE,Southern,4560
551,Dr. ALLEN & PARTNER                 ,RATHKEELAND HOUSE,1 BLANEY ROAD,"CROSSMAGLEN, NEWRY",BT35 9JJ,Southern,4257
553,Dr. BONNER & PARTNER                ,MARINA SURGERY,15 HAVELOCK PLACE,"WARRENPOINT, NEWRY",BT34 3NE,Southern,2283
554,Dr. POOTS & PARTNERS                ,MOURNE FAMILY SURGERY,"MOURNE HOSPITAL, NEWRY STREET","KILKEEL,NEWRY",BT34 4DN,Southern,5523
557,Dr. PATTERSON & PARTNERS            ,Arbor Family Practice,Brownlow Health Centre,"1 LEGAHORY CENTRE, LEGAHORY,",BT65 5BE,Southern,3236
562,Dr. MAGUIRE & PARTNERS              ,DRS TOAL & MAGUIRE,ERNE HEALTH CENTRE,ERNE ROAD,BT74 6NN,Western,4401
563,Dr. MULLIGAN & PARTNER              ,DEVENISH PRACTICE,ERNE HEALTH CENTRE,ERNE ROAD,BT74 6NN,Western,4118
564,Dr. MEADE & PARTNERS                ,LAKESIDE MEDICAL PRACTICE,ERNE HEALTH CENTRE,ERNE ROAD,BT74 6NN,Western,7251
566,Dr. HAIGNEY & PARTNERS              ,IRVINESTOWN HEALTH CENTRE,CHURCH STREET,IRVINESTOWN,BT94 1EH,Western,7626
568,Dr. MALLON & PARTNER                ,DRS MALLON & MCCONVILLE,LAKELAND HEALTH VILLAGE,ERNE ROAD HEALTH CENTRE,BT74 6NN,Western,3043
571,Dr. CATHCART & PARTNERS             ,DR CATHCART & PARTNERS,ERNE ROAD HEALTH CENTRE,ERNE ROAD,BT74 6NN,Western,7518
574,Dr. DOLAN & PARTNERS                ,LISNASKEA MEDICAL CENTRE (CIC),44 DRUMHAW PARK,LISNASKEA,BT92 0GT,Western,14135
576,Dr. HERDMAN & PARTNERS              ,RATHMORE CLINIC,9 MAIN STREET,RATHMORE,BT93 3FY,Western,3890
584,Dr. CROMIE & PARTNERS               ,BROOKEBOROUGH & TEMPO PCS,9 TANYARD LANE,"BROOKEBOROUGH, ENNISKILLEN",BT94 4JG,Western,7745
585,Dr. CUNNINGHAM & PARTNERS           ,CUILCAGH MEDICAL PRACTICE,DRUMLAGHY,FLORENCECOURT,BT92 1BZ,Western,8422
596,Dr. MCNEILL & PARTNERS              ,CITYVIEW MEDICAL,WATERSIDE HEALTH CENTRE,127 SPENCER ROAD,BT47 6AH,Western,10435
597,Dr. OLLERENSHAW & PARTNERS          ,BOVALLY MEDICAL PRACTIE,2 ROSSAIR ROAD,LIMAVADY,BT49 0TE,Western,6161
598,Dr. DURAND & PARTNERS               ,QUAYSIDE MEDICAL PRACTICE,80 - 84 STRAND ROAD,LONDONDERRY,BT48 7NN,Western,11800
599,Dr. O'DONNELL & PARTNERS            ,PARK MEDICAL,THE HEALTH CENTRE,GREAT JAMES STREET,BT48 7DH,Western,8730
600,Dr. GALLAGHER & PARTNERS            ,CLAUDY HEALTH CENTRE,38a IRWIN CRESCENT,CLAUDY,BT47 4AB,Western,5078
601,Dr. SMYTH & PARTNERS                ,MOURNESIDE MEDICAL CENTRE,1A BALLYCOLMAN AVENUE,STRABANE,BT82 9AF,Western,10615
602,Dr. DOOHAN & PARTNERS               ,OAKLEAF MEDICAL PRACTICE,GREAT JAMES STREET,LONDONDERRY,BT48 7DH,Western,11046
603,Dr. KNOX & PARTNER                  ,FEENY MEDICAL PRATICE,THE HEALTH CENTRE,FEENY,BT47 4TD,Western,6258
604,Dr. MACE & PARTNERS                 ,ABERFOYLE MEDICAL PRACTICE,120 STRAND ROAD,LONDONDERRY,BT48 7NY,Western,11309
605,Dr. FULLERTON & PARTNERS            ,DONEMANA SURGERY,256 BERRYHILL ROAD,DONEMANA,BT82 0NB,Western,4516
608,Dr. BLACK & PARTNERS                ,ABBEY MEDICAL PRACTICE,ABBEY STREET,LONDONDERRY,BT48 9DN,Western,6882
609,Dr. PRATT & PARTNERS                ,ROSSAIR FAMILY PRACTICE,BOVALLY MEDICAL CENTRE,2 ROSSAIR ROAD,BT49 0TE,Western,6399
610,Dr. O'FLAHERTY & PARTNERS           ,"RIVERSIDE PRACTICE, STRABANE",STRABANE HEALTH CENTRE,UPPER MAIN STREET,BT82 8AS,Western,7913
614,Dr. KYLE & PARTNER                  ,DUNGIVEN FAMILY PRACTICE,DUNGIVEN HEALTH CENTRE,1 CHAPEL ROAD,BT47 4RS,Western,3670
615,Dr. LALSINGH & PARTNERS             ,CLARENDON MEDICAL,35 NORTHLAND AVENUE,LONDONDERRY,BT48 7GW,Western,11445
616,Dr. GREENE & PARTNERS               ,WESTERN RURAL HEALTHCARE,CASTLEDERG GROUP SURGERY,13A LOWER STRABANE ROAD,BT81 7AZ,Western,16320
618,Dr. DOHERTY & PARTNER               ,CLARENDON STREET SURGERY,49 CLARENDON STREET,LONDONDERRY,BT48 7ER,Western,2820
619,Dr. QUINN & PARTNERS                ,DRS QUINN & BROLLY PRACTICE,SCROGGY ROAD HEALTH CENTRE,SCROGGY ROAD,BT49 0NA,Western,5969
620,Dr. ETHERSON & PARTNERS             ,"FAMILY PRACTICE, STRABANE",STRABANE HEALTH CENTRE,1A UPPER MAIN STREET,BT82 8AS,Western,6633
621,Dr. DEANE & PARTNER                 ,NORTHSIDE MEDICAL PRACTICE,SHANTALLOW HEALTH CENTRE,RACECOURSE ROAD,BT48 8NL,Western,3679
622,RACECOURSE MEDICAL GROUP,RACECOURSE MEDICAL GROUP,SHANTALLOW HEALTH CENTRE,RACECOURSE ROAD,BT48 8NL,Western,4773
623,Dr. ORR & PARTNERS                  ,FOYLESIDE FAMILY PRACTICE,BRIDGE STREET MEDICAL CENTRE,30 BRIDGE STREET,BT48 6LD,Western,10703
624,Dr. BOYLE & PARTNERS                ,"GLENDERMOTT MEDICAL,",WATERSIDE HEALTH CENTRE,127 SPENCER ROAD,BT47 6AH,Western,8312
625,Dr. MCEVOY & PARTNERS               ,BAYVIEW MEDICAL PRACTICE,RATH MOR CENTRE,BLIGH'S LANE,BT48 0LZ,Western,4163
626,Dr. DOLAN & PARTNERS                ,RIVERFRONT MEDICAL,WATERSIDE HEALTH CENTRE,127 SPENCER ROAD,BT47 6AH,Western,8540
627,Dr. PATTERSON & PARTNERS            ,EGLINTON MEDICAL PRACTICE,29 MAIN STREET,EGLINTON,BT47 3AB,Western,8159
629,Dr. THOMASIUS & PARTNERS            ,ROE FAMILY PRACTICE,LIMAVADY HEALTH CENTRE,SCROGGY ROAD,BT49 0NA,Western,7026
651,Dr. SWEENEY & PARTNERS              ,FINTONA MEDICAL CENTRE,33 DROMORE ROAD,FINTONA,BT78 2BB,Western,7009
652,Dr. RITCHIE & PARTNER               ,DRUMQUIN SURGERY  DR RICHIE,2H MAIN STREET,DRUMQUIN,BT78 4SB,Western,1923
654,Dr. QUINN & PARTNERS                ,GRANGE FAMILY PRACTICE,OMAGH HOSPITAL AND PCC,7 DONAGHANIE ROAD,BT79 0NR,Western,7003
655,Dr. SCULLY                          ,DRUMQUIN HEALTHCARE,23 OMAGH ROAD,NULL,BT78 4QY,Western,1519
657,Dr. BRADLEY & PARTNERS              ,THREE SPIRES SURGERY,7 DONAGHANIE ROAD,OMAGH,BT79 0NR,Western,10192
660,Dr. CORRY & PARTNERS                ,CARRICKMORE HEALTH CENTRE,TERMON ROAD,NULL,BT79 9JR,Western,9469
661,DROMORE SURGERY,DROMORE SURGERY,16 CAMDERRY ROAD,NULL,BT78 3AU,Western,5286
662,Dr. GORMLEY & PARTNERS              ,DRUMRAGH FAMILY PRACTICE,OMAGH HOSPITAL AND PCC,7 DONAGHANIE ROAD,BT79 0NR,Western,11126
663,Dr. DEEHAN & PARTNER                ,STRULE MEDICAL,OMAGH HOSPITAL AND PCC,DONAGHANIE ROAD,BT79 0NR,Western,3377
664,Dr. MCAULEY & PARTNER               ,SPERRIN FAMILY PRACTICE,41 MAIN STREET,NULL,BT79 8DL,Western,3447
