PracNo,PracticeName,Address1,Address2,Address3,Postcode,LCG,Registered_Patients
389,Dr. MCILROY & PARTNERS              ,CORRAN SURGERY,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,7942
390,Dr. MCDONALD & PARTNERS             ,CASTLE PRACTICE,CARRICKFERGUS HEALTH CENTRE,TAYLORS AVENUE,BT38 7HT,Northern,14740
391,Dr. FERGUSON & PARTNERS             ,VICTORIA SURGERY - LARNE,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,5746
393,Dr. BLACK & PARTNER                 ,LARNE HEALTH CENTRE,GLOUCESTER AVENUE,LARNE,BT40 1PB,Northern,2878
394,Dr. CALDWELL & PARTNERS             ,LARNE FAMILY PRACTICE,LARNE HEALTH CENTRE,GLOUCESTER AVENUE,BT40 1PB,Northern,5114
395,Dr. WILSON & PARTNER                ,ROCKFIELD MEDICAL CENTRE,73 DOURY ROAD,BALLYMENA,BT43 6JD,Northern,4038
396,Dr. VERCOE-ROGERS & PARTNER         ,OLD BANK SURGERY,18 BALLYMONEY ROAD,BALLYMENA,BT43 5BY,Northern,3784
401,Dr. WRAY & PARTNERS                 ,MID ULSTER HEALTH CARE C'TOWN,THE HEALTH CENTRE,52 ORRITOR ROAD,BT80 8BN,Northern,6635
402,Dr. WHITE & PARTNERS                ,DRAPERSTOWN SURGERY,6 TOBERMORE ROAD,"DRAPERSTOWN, MAGHERAFELT",BT45 7AG,Northern,8647
404,Dr. DALZELL & PARTNERS              ,COAGH MEDICAL CENTRE,67 URBAL ROAD,COAGH,BT80 0DP,Northern,5426
405,Dr. MCKEEVER & PARTNERS             ,LOY MEDICAL CENTRE,8 LOY STREET,COOKSTOWN,BT80 8PE,Northern,5853
406,Dr. WALLS & PARTNERS                ,GARDEN STREET SURGERY,29 GARDEN STREET,MAGHERAFELT,BT45 5DD,Northern,9614
407,Dr. BROWN & PARTNERS                ,OAKS FAMILY PRACTICE CENTRE,48 ORRITOR ROAD,COOKSTOWN,BT80 8BH,Northern,7901
409,Dr. FITZSIMONS & PARTNERS           ,STEWARTSTOWN HEALTH CENTRE,50 HILLHEAD,"STEWARTSTOWN, DUNGANNON",BT71 5HY,Northern,5963
410,Dr. SHAW & PARTNERS                 ,MAGHERA MEDICAL CENTRE,25 CHURCH STREET,MAGHERA,BT46 5EA,Northern,8554
412,Dr. MORRIS & PARTNERS               ,THE DIAMOND MEDICAL CENTRE,MARKET SQUARE,MAGHERAFELT,BT45 6ED,Northern,9112
413,Dr. GRAHAM                          ,DR GRAHAM'S SURGERY,LOY BUILDINGS,18 LOY STREET,BT80 8PE,Northern,2626
417,Dr. HINDS & PARTNERS                ,CASTLEDAWSON SURGERY,STATION ROAD,"CASTLEDAWSON, MAGHERAFELT",BT45 8AZ,Northern,7414
419,Dr. HUNTER                          ,FAIR HILL HEALTH CENTRE,1 FAIRHILL ROAD,MAGHERAFELT,BT45 6BL,Northern,1962
420,Dr. KURIACOSE & PARTNERS            ,MONEYMORE MEDICAL PRACTICE,1 FAIRHILL,MONEYMORE,BT45 7LJ,Northern,5998
431,Dr. MEENAN & PARTNERS               ,WHITEHOUSE MEDICAL GROUP PRAC,"UNIT 29A, 1ST FLR ABBEYCENTRE",LONGWOOD ROAD,BT37 9UH,Northern,9571
433,Dr. RAFFERTY & PARTNERS             ,BALLYCLARE GROUP PRACTICE,BALLYCLARE HEALTH CENTRE,GEORGE AVENUE,BT39 9HL,Northern,15183
434,Dr. HENDRON & PARTNERS              ,ABBOTS CROSS MEDICAL PRACTICE,92 DOAGH ROAD,NEWTOWNABBEY,BT37 9QW,Northern,8290
438,Dr. FINNEGAN & PARTNERS             ,TRAMWAYS MEDICAL CENTRE,FARMLEY ROAD,NEWTOWNABBEY,BT36 7XX,Northern,10309
440,Dr. DORAN & PARTNERS                ,NOTTING HILL MEDICAL PRACTICE,95 DOAGH ROAD,NEWTOWNABBEY,BT37 9QN,Northern,10250
451,Dr. CLARKE & PARTNERS               ,THE LAKES FAMILY PRACTICE,BROWNLOW HEALTH CENTRE,1 LEGAHORY CENTRE,BT65 5BE,Southern,6506
453,Dr. MCCLOSKEY & PARTNERS            ,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BANBRIDGE,BT32 3GN,Southern,4365
454,Dr. HUEY & PARTNERS                 ,THE SURGERY,11 MAIN STREET,"LOUGHBRICKLAND, BANBRIDGE",BT32 3NQ,Southern,8827
455,Dr. MAGOWAN & PARTNERS              ,GILFORD HEALTH CENTRE,CASTLEVIEW,"GILFORD, CRAIGAVON",BT63 6JS,Southern,5924
457,Dr. DE ALWIS & PARTNERS             ,WYNNE HILL SURGERY,51 HILL STREET,"LURGAN, CRAIGAVON",BT66 6BW,Southern,11216
458,Dr. TROUGHTON & PARTNERS            ,WATERSIDE MEDICAL PRACTICE,PORTADOWN HEALTH&CARE CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,4987
460,Dr. HUNTER & PARTNER                ,DONAGHCLONEY SURGERY,60A MAIN STREET,DONAGHCLONEY,BT66 7LR,Southern,4492
461,Dr. CLARKE & PARTNERS               ,MEADOWS FAMILY PRACTICE,THE HEALTH CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,4209
462,Dr. FITZPATRICK & PARTNERS          ,HIGH STREET SURGERY,60 HIGH STREET,LURGAN,BT66 8BA,Southern,9979
463,Dr. PATTERSON & PARTNERS            ,LURGAN MEDICAL PRACTICE,7 MOORES LANE,"LURGAN, CRAIGAVON",BT66 8DW,Southern,5063
464,Dr. O'CONNOR & PARTNERS             ,ANNAGH FAMILY PRACTICE,PORTADOWN H & C CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,4972
465,Dr. THOMPSON & PARTNERS             ,CHURCH WALK SURGERY,28 CHURCH WALK,NULL,BT67 9AA,Southern,8800
467,Dr. MCAULEY & PARTNERS              ,WILLIAM STREET SURGERY,87/89 WILLIAM STREET,NULL,BT66 6JB,Southern,5509
469,Dr. AULD & PARTNERS                 ,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BANBRIDGE,BT32 3GN,Southern,9126
470,Dr. SHARPE & PARTNERS               ,RIVERSIDE PRACTICE,PORTADOWN HEALTH&CARE CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,13711
471,Dr. MCNIFF & PARTNERS               ,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BANBRIDGE,BT32 3GN,Southern,8023
472,Dr. MULLAN & PARTNER                ,SCARVA STREET SURGERY,60 SCARVA STREET,"LOUGHBRICKLAND, BANBRIDGE",BT32 3NH,Southern,3321
473,Dr. DAVIS & PARTNERS                ,MOIRA SURGERY,52 MAIN STREET,MOIRA,BT67 0LQ,South Eastern,10178
474,Dr. BEATTY & PARTNERS               ,DROMORE DOCTORS SURGERY,SKEAGH HOUSE,15 BANBRIDGE ROAD,BT25 1NB,Southern,8345
475,Dr. WILSON & PARTNERS               ,AGHALEE SURGERY,8a LURGAN ROAD,AGHALEE,BT67 0DD,South Eastern,5766
476,Dr. LUTTON & PARTNERS               ,BALLYWARD SURGERY,32 STATION ROAD,BALLYWARD,BT31 9TU,Southern,2770
477,Dr. WILLIAMSON & PARTNERS           ,ORCHARD FAMILY PRACTICE,PORTADOWN HEALTH&CARE CENTRE,TAVANAGH AVE,BT62 3BU,Southern,5150
478,Dr. MARTIN & PARTNERS               ,BEECHWOOD FAMILY PRACTICE,PORTADOWN H & C CENTRE,TAVANAGH AVENUE,BT62 3BU,Southern,4778
479,Dr. BURNETT & PARTNERS              ,PORTADOWN HEALTH&CARE CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,9656
482,Dr. MCCLOSKEY & PARTNERS            ,THE OLD SCHOOL HOUSE SURGERY,1 ANTRIM ROAD,"LURGAN, CRAIGAVON",BT67 9BW,Southern,5480
491,Dr. MARSHALL & PARTNERS             ,ABBEY COURT SURGERY,DOBBIN LANE,NULL,BT61 7QG,Southern,8266
493,Dr. JOHNSTON & PARTNERS             ,MID ULSTER HEALTH CARE (DUN),SOUTH TYRONE HOSPITAL,CARLAND ROAD,BT71 4AU,Southern,8726
494,Dr. ELLIOTT & PARTNER               ,THE VALLEY MEDICAL PRACTICE,20 COONEEN ROAD,NULL,BT75 0ND,Southern,4323
495,Dr. CARSON & PARTNERS               ,CAMPBELL SURGERY,10 QUARRY LANE,NULL,BT70 1HX,Southern,11177
497,Dr. MCCOLLUM & PARTNERS             ,WILLOWBANK SURGERY,WILLOWBANK,KEADY,BT60 3RL,Southern,9506
498,Dr. MCSHANE & PARTNERS              ,MCSHANE AND CAMPBELL PRACTICE,"MOY HEALTH CENTRE, CHARLEMONT STREET",MOY,BT71 7SL,Southern,3889
499,Dr. POTTER & PARTNERS               ,ERRIGAL MEDICAL CENTRE,OLD DUNGANNON ROAD,"BALLYGAWLEY,DUNGANNON",BT70 2EY,Southern,4594
500,Dr. HERRON & PARTNER                ,22 BARRACK STREET,COALISLAND,DUNGANNON,BT71 4LS,Southern,2495
501,Dr. MCCONVILLE & PARTNER            ,MOY MEDICAL PRACTICE,CHARLEMONT STREET,MOY,BT71 7SL,Southern,2790
502,Dr. CARLILE & PARTNERS              ,TYNAN SURGERY,15 DARTAN REE,TYNAN,BT60 4QT,Southern,6096
503,Dr. WEBSTER & PARTNERS              ,MARKETHILL HEALTH CENTRE,NEWRY STREET,"MARKETHILL, ARMAGH",BT60 1TA,Southern,6575
504,Dr. CLEARY & PARTNER                ,MOY MEDICAL CENTRE,CHARLEMONT STREET,"MOY, DUNGANNON",BT71 7SL,Southern,3662
505,Dr. GARLAND & PARTNERS              ,PARKVIEW SURGERY,"SOUTH TYRONE HOSPITAL SITE, CARLAND ROAD,",DUNGANNON,BT71 4AU,Southern,9225
506,Dr. POTTER                          ,AUGHNACLOY HEALTH CENTRE,2 SYDNEY LANE,AUGHNACLOY,BT69 6AF,Southern,5150
507,Dr. WATTERS                         ,THE HEALTH CENTRE KEADY,24A TASSAGH ROAD,KEADY,BT60 3TU,Southern,2719
508,Dr. PICKERING & PARTNER             ,TANDRAGEE MEDICAL CENTRE,3 MONTAGUE STREET,"TANDRAGEE, CRAIGAVON",BT62 2AN,Southern,3702
509,Dr. MCKAY & PARTNERS                ,ARDMORE MEDICAL PRACTICE,57 THOMAS STREET,DUNGANNON,BT70 1HW,Southern,6811
512,Dr. O'DONNELL & PARTNER             ,COALISLAND MEDICAL CENTRE,15 BARRACK STREET,"COALISLAND, DUNGANNON",BT71 4LS,Southern,4457
514,Dr. GARVIN & PARTNERS               ,THE ARCHWAY SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,8503
515,Dr. QUINN & PARTNERS                ,RICHHILL HEALTH CENTRE,"6 GREENVIEW, MAYNOOTH ROAD","RICHHILL, ARMAGH",BT61 9PD,Southern,5467
516,Dr. O'HAGAN & PARTNERS              ,THE FRIARY SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,9009
519,Dr. MITCHEL & PARTNER               ,COALISLAND HEALTH CENTRE,10A LINESIDE,"COALISLAND, DUNGANNON",BT71 4LP,Southern,4168
526,Dr. MULLIGAN & PARTNERS             ,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,4877
528,Dr. FEE                             ,THE HEALTH CENTRE,MCCORMICK PLACE,"CROSSMAGLEN, NEWRY",BT35 9HD,Southern,4774
529,Dr. FLOOD & PARTNERS                ,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,6702
530,Dr. MEGAW & PARTNER                 ,THE HEALTH CENTRE,JOHN STREET,"RATHFRILAND, NEWRY",BT34 5QH,Southern,3070
531,Dr. ALLEN & PARTNERS                ,THE OLD FORGE SURGERY,14 KILKEEL ROAD,ANNALONG,BT34 4TH,Southern,4371
532,Dr. JADCZAK & PARTNERS              ,KILKEEL MEDICAL PRACTICE,GREENCASTLE STREET,"KILKEEL, NEWRY",BT34 4BH,Southern,9006
533,Dr. VETTIANKAL                      ,MEIGH SURGERY,5B DRUMINTEE ROAD,"KILLEAVY, NEWRY",BT35 8JT,Southern,3047
534,Dr. KING & PARTNERS                 ,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,9351
535,Dr. WADE & PARTNERS                 ,RATHFRILAND HEALTH CENTRE,JOHN STREET,"RATHFRILAND, NEWRY",BT34 5QH,Southern,4485
536,Dr. BINGHAM & PARTNERS              ,SUMMER HILL SURGERY,WARRENPOINT HEALTH CENTRE,50 GREAT GEORGES STREET,BT34 3HS,Southern,8560
537,Dr. MCVERRY & PARTNERS              ,MCVERRY/MCEVOY MEDICAL CENTRE,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,9785
539,Dr. FORSHAW & PARTNERS              ,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,4513
540,Dr. O'NEILL & PARTNERS              ,MEADOWLANDS SURGERY,MONAGHAN STREET,NEWRY,BT35 6BW,Southern,7056
542,Dr. LAMBE & PARTNERS                ,NEWTOWNHAMILTON SURGERY,53 DUNDALK STREET,NEWTOWNHAMILTON,BT35 0PB,Southern,4068
543,Dr. MURPHY & PARTNERS               ,THE HEALTH CENTRE,SUMMERHILL,"WARRENPOINT, NEWRY",BT34 3JD,Southern,5030
544,Dr. MCKINLEY & PARTNERS             ,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,7327
545,Dr. MAGUIRE                         ,MAPHONER SURGERY,2A FORKHILL ROAD,"MULLAGHBAWN, NEWRY",BT35 9RA,Southern,5358
546,Dr. MCKERNAN & PARTNER              ,BESSBROOK SURGERY,7A CONVENT HILL,"BESSBROOK, NEWRY",BT35 7AW,Southern,2464
547,Dr. SHANNON & PARTNER               ,THE HEALTH CENTRE,JOHN STREET,"RATHFRILAND, NEWRY",BT34 5QH,Southern,3740
549,Dr. MULHOLLAND & PARTNERS           ,NEWTOWNHAMILTON HEALTH CENTRE,2A MARKETHILL ROAD,"NEWTOWNHAMILTON, NEWRY",BT35 0BE,Southern,4541
551,Dr. ALLEN & PARTNER                 ,RATHKEELAND HOUSE,1 BLANEY ROAD,"CROSSMAGLEN, NEWRY",BT35 9JJ,Southern,4249
553,Dr. BONNER & PARTNER                ,MARINA SURGERY,15 HAVELOCK PLACE,"WARRENPOINT, NEWRY",BT34 3NE,Southern,2245
554,Dr. POOTS & PARTNERS                ,MOURNE FAMILY SURGERY,"MOURNE HOSPITAL, NEWRY STREET","KILKEEL,NEWRY",BT34 4DN,Southern,4548
557,Dr. PATTERSON & PARTNERS            ,Arbor Family Practice,Brownlow Health Centre,"1 LEGAHORY CENTRE, LEGAHORY, CRAIGAVON",BT65 5BE,Southern,3107
562,Dr. MAGUIRE & PARTNERS              ,THE HEALTH CENTRE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,4282
563,Dr. MULLIGAN & PARTNER              ,DEVENISH PRACTICE,ERNE HEALTH CENTRE,ERNE ROAD,BT74 6NN,Western,4051
564,Dr. MEADE & PARTNERS                ,LAKESIDE MEDICAL PRACTICE,ERNE HEALTH CENTRE,ERNE ROAD,BT74 6NN,Western,7215
566,Dr. MCCAW & PARTNERS                ,IRVINESTOWN HEALTH CENTRE,CHURCH STREET,IRVINESTOWN,BT94 1EH,Western,7593
568,Dr. MALLON & PARTNER                ,THE HEALTH CENTRE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,3005
571,Dr. CATHCART & PARTNERS             ,THE HEALTH CENTRE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,7513
574,Dr. PORTEOUS & PARTNERS             ,MAPLE HEALTHCARE,LISNASKEA HEALTH CENTRE,44 DRUMHAW PARK,BT92 0FP,Western,14172
576,Dr. HERDMAN & PARTNERS              ,RATHMORE CLINIC,9 MAIN STREET,RATHMORE,BT93 3FY,Western,3903
584,Dr. CROMIE & PARTNERS               ,BROOKEBOROUGH & TEMPO PRIMARY CARE SERVICES,9 TANYARD LANE,"BROOKEBOROUGH, ENNISKILLEN",BT94 4JG,Western,7652
585,Dr. CUNNINGHAM & PARTNERS           ,CUILCAGH MEDICAL PRACTICE,DRUMLAGHY,FLORENCECOURT,BT92 1BZ,Western,8174
596,Dr. COSGROVE & PARTNERS             ,CITYVIEW MEDICAL,WATERSIDE HEALTH CENTRE,127 SPENCER ROAD,BT47 6AH,Western,10047
597,Dr. OLLERENSHAW & PARTNERS          ,BOVALLY MEDICAL PRACTIE,2 ROSSAIR ROAD,LIMAVADY,BT49 0TE,Western,6027
598,Dr. DURAND & PARTNERS               ,QUAYSIDE MEDICAL PRACTICE,80 - 84 STRAND ROAD,LONDONDERRY,BT48 7NN,Western,12026
599,Dr. O'DONNELL & PARTNERS            ,PARK MEDICAL,THE HEALTH CENTRE,GREAT JAMES STREET,BT48 7DH,Western,8504
600,Dr. GALLAGHER & PARTNERS            ,CLAUDY HEALTH CENTRE,38a IRWIN CRESCENT,CLAUDY,BT47 4AB,Western,5018
601,Dr. ROBINSON & PARTNERS             ,MOURNESIDE MEDICAL CENTRE,1A BALLYCOLMAN AVENUE,STRABANE,BT82 9AF,Western,10758
602,Dr. DOOHAN & PARTNERS               ,OAKLEAF MEDICAL PRACTICE,GREAT JAMES STREET,LONDONDERRY,BT48 7DH,Western,10837
603,Dr. KNOX & PARTNER                  ,THE HEALTH CENTRE,FEENY,LONDONDERRY,BT47 4TD,Western,6200
604,Dr. O'KELLY & PARTNERS              ,ABERFOYLE MEDICAL PRACTICE,120 STRAND ROAD,LONDONDERRY,BT48 7NY,Western,11328
605,Dr. FULLERTON & PARTNER             ,DONEMANA SURGERY,256 BERRYHILL ROAD,DONEMANA,BT82 0NB,Western,4247
606,Dr. BANKHEAD & PARTNERS             ,BRIDGE STREET MEDICAL CENTRE,BRIDGE STREET,LONDONDERRY,BT48 6LD,Western,4812
608,Dr. BLACK & PARTNERS                ,ABBEY MEDICAL PRACTICE,ABBEY STREET,LONDONDERRY,BT48 9DN,Western,6869
609,Dr. PRATT & PARTNERS                ,ROSSAIR FAMILY PRACTICE,BOVALLY MEDICAL CENTRE,2 ROSSAIR ROAD,BT49 0TE,Western,6429
610,Dr. O'FLAHERTY & PARTNERS           ,"RIVERSIDE PRACTICE, STRABANE",STRABANE HEALTH CENTRE,UPPER MAIN STREET,BT82 8AS,Western,7861
614,Dr. KYLE & PARTNERS                 ,DUNGIVEN FAMILY PRACTICE,DUNGIVEN HEALTH CENTRE,1 CHAPEL ROAD,BT47 4RS,Western,3626
615,Dr. LALSINGH & PARTNERS             ,CLARENDON MEDICAL,35 NORTHLAND AVENUE,LONDONDERRY,BT48 7GW,Western,11186
616,Dr. O'HARE & PARTNERS               ,WESTERN RURAL HEALTHCARE,CASTLEDERG GROUP SURGERY,13A LOWER STRABANE ROAD,BT81 7AZ,Western,15916
618,Dr. DOHERTY & PARTNER               ,CLARENDON STREET SURGERY,49 CLARENDON STREET,LONDONDERRY,BT48 7ER,Western,2793
619,Dr. QUINN & PARTNERS                ,THE HEALTH CENTRE,SCROGGY ROAD,LIMAVADY,BT49 0NA,Western,5845
620,Dr. ETHERSON & PARTNERS             ,"FAMILY PRACTICE, STRABANE",STRABANE HEALTH CENTRE,1A UPPER MAIN STREET,BT82 8AS,Western,6580
621,Dr. DEANE & PARTNER                 ,NORTHSIDE MEDICAL PRACTICE,SHANTALLOW HEALTH CENTRE,RACECOURSE ROAD,BT48 8NL,Western,3614
622,Dr. DEVLIN & PARTNERS               ,RACECOURSE MEDICAL GROUP,SHANTALLOW HEALTH CENTRE,RACECOURSE ROAD,BT48 8NL,Western,4811
623,Dr. ORR & PARTNERS                  ,FOYLESIDE FAMILY PRACTICE,BRIDGE STREET MEDICAL CENTRE,30 BRIDGE STREET,BT48 6LD,Western,5914
624,Dr. O'FLAHERTY & PARTNERS           ,"GLENDERMOTT MEDICAL, WATERSIDE HEALTH CENTRE",127 SPENCER ROAD,LONDONDERRY,BT47 6AH,Western,8041
625,Dr. MCEVOY & PARTNERS               ,BAYVIEW MEDICAL PRACTICE,RATH MOR CENTRE,BLIGH'S LANE,BT48 0LZ,Western,4012
626,Dr. DOLAN & PARTNERS                ,"RIVERFRONT MEDICAL, WATERSIDE HEALTH CENTRE",127 SPENCER ROAD,LONDONDERRY,BT47 6AH,Western,8653
627,Dr. PATTERSON & PARTNERS            ,EGLINTON MEDICAL PRACTICE,29 MAIN STREET,EGLINTON,BT47 3AB,Western,7842
629,Dr. THOMASIUS & PARTNERS            ,ROE FAMILY PRACTICE,LIMAVADY HEALTH CENTRE,SCROGGY ROAD,BT49 0NA,Western,6924
651,Dr. SWEENEY & PARTNERS              ,FINTONA MEDICAL CENTRE,33 DROMORE ROAD,FINTONA,BT78 2BB,Western,6888
652,Dr. RITCHIE & PARTNER               ,DRUMQUIN SURGERY  DR RICHIE,2H MAIN STREET,DRUMQUIN,BT78 4SB,Western,1937
654,Dr. QUINN & PARTNERS                ,GRANGE FAMILY PRACTICE,OMAGH HOSPITAL AND PCC,7 DONAGHANIE ROAD,BT79 0NR,Western,6827
655,Dr. SCULLY                          ,DRUMQUIN HEALTHCARE,23 OMAGH ROAD,NULL,BT78 4QY,Western,1499
657,Dr. O'NEILL & PARTNERS              ,THREE SPIRES SURGERY,7 DONAGHANIE ROAD,OMAGH,BT79 0NR,Western,10241
660,Dr. CORRY & PARTNERS                ,CARRICKMORE HEALTH CENTRE,TERMON ROAD,NULL,BT79 9JR,Western,9526
661,Dr. MORGAN                          ,DROMORE SURGERY,16 CAMDERRY ROAD,NULL,BT78 3AU,Western,5509
662,Dr. GORMLEY & PARTNERS              ,DRUMRAGH FAMILY PRACTICE,OMAGH HOSPITAL AND PCC,7 DONAGHANIE ROAD,BT79 0NR,Western,10876
663,Dr. DEEHAN & PARTNER                ,STRULE MEDICAL,OMAGH HOSPITAL AND PCC,DONAGHANIE ROAD,BT79 0NR,Western,3254
664,Dr. MCAULEY                         ,SPERRIN FAMILY PRACTICE,41 MAIN STREET,NULL,BT79 8DL,Western,3382
